ferreri01,1933,1,1,2
gehrilo01,1933,1,1,3
gehrich01,1933,1,1,4
dykesji01,1933,1,1,5
cronijo01,1933,1,1,6
chapmbe01,1933,1,1,7
simmoal01,1933,1,1,8
ruthba01,1933,1,1,9
averiea01,1933,1,0,0
dickebi01,1933,1,0,0
foxxji01,1933,1,0,0
lazzeto01,1933,1,0,0
westsa01,1933,1,0,0
wilsoji01,1933,1,1,2
terrybi01,1933,1,1,3
friscfr01,1933,1,1,4
martipe01,1933,1,1,5
bartedi01,1933,1,1,6
hafeych01,1933,1,1,7
bergewa01,1933,1,1,8
kleinch01,1933,1,1,9
cuccito01,1933,1,0,0
engliwo01,1933,1,0,0
hartnga01,1933,1,0,0
odoulle01,1933,1,0,0
traynpi01,1933,1,0,0
wanerpa01,1933,1,0,0
dickebi01,1934,1,1,2
gehrilo01,1934,1,1,3
gehrich01,1934,1,1,4
foxxji01,1934,1,1,5
cronijo01,1934,1,1,6
manushe01,1934,1,1,7
simmoal01,1934,1,1,8
ruthba01,1934,1,1,9
averiea01,1934,1,0,0
chapmbe01,1934,1,0,0
cochrmi01,1934,1,0,0
dykesji01,1934,1,0,0
ferreri01,1934,1,0,0
higgipi01,1934,1,0,0
westsa01,1934,1,0,0
hartnga01,1934,1,1,2
terrybi01,1934,1,1,3
friscfr01,1934,1,1,4
traynpi01,1934,1,1,5
jackstr01,1934,1,1,6
medwijo01,1934,1,1,7
bergewa01,1934,1,1,8
cuyleki01,1934,1,1,9
hermabi01,1934,1,0,0
kleinch01,1934,1,0,0
lopezal01,1934,1,0,0
martipe01,1934,1,0,0
moorejo02,1934,1,0,0
ottme01,1934,1,0,0
vaughar01,1934,1,0,0
wanerpa01,1934,1,0,0
hemslro01,1935,1,1,2
gehrilo01,1935,1,1,3
gehrich01,1935,1,1,4
foxxji01,1935,1,1,5
cronijo01,1935,1,1,6
johnsbo01,1935,1,1,7
simmoal01,1935,1,1,8
vosmijo01,1935,1,1,9
averiea01,1935,1,0,0
bluegos01,1935,1,0,0
chapmbe01,1935,1,0,0
cochrmi01,1935,1,0,0
cramedo01,1935,1,0,0
ferreri01,1935,1,0,0
myerbu01,1935,1,0,0
westsa01,1935,1,0,0
wilsoji01,1935,1,1,2
terrybi01,1935,1,1,3
hermabi01,1935,1,1,4
martipe01,1935,1,1,5
vaughar01,1935,1,1,6
medwijo01,1935,1,1,7
bergewa01,1935,1,1,8
ottme01,1935,1,1,9
colliri02,1935,1,0,0
friscfr01,1935,1,0,0
hartnga01,1935,1,0,0
mancugu01,1935,1,0,0
moorejo02,1935,1,0,0
wanerpa01,1935,1,0,0
whitebu01,1935,1,0,0
ferreri01,1936,1,1,2
gehrilo01,1936,1,1,3
gehrich01,1936,1,1,4
higgipi01,1936,1,1,5
applilu01,1936,1,1,6
radclri01,1936,1,1,7
averiea01,1936,1,1,8
dimagjo01,1936,1,1,9
chapmbe01,1936,1,0,0
crosefr01,1936,1,0,0
dickebi01,1936,1,0,0
foxxji01,1936,1,0,0
gosligo01,1936,1,0,0
hemslro01,1936,1,0,0
selkige01,1936,1,0,0
hartnga01,1936,1,1,2
colliri02,1936,1,1,3
hermabi01,1936,1,1,4
whitnpi01,1936,1,1,5
durocle01,1936,1,1,6
medwijo01,1936,1,1,7
galanau01,1936,1,1,8
demarfr02,1936,1,1,9
bergewa01,1936,1,0,0
lombaer01,1936,1,0,0
martist01,1936,1,0,0
moorejo02,1936,1,0,0
ottme01,1936,1,0,0
riggsle01,1936,1,0,0
suhrgu01,1936,1,0,0
vaughar01,1936,1,0,0
dickebi01,1937,1,1,2
gehrilo01,1937,1,1,3
gehrich01,1937,1,1,4
rolfere01,1937,1,1,5
cronijo01,1937,1,1,6
westsa01,1937,1,1,7
averiea01,1937,1,1,8
dimagjo01,1937,1,1,9
bellbe01,1937,1,0,0
cliftha01,1937,1,0,0
cramedo01,1937,1,0,0
ferreri01,1937,1,0,0
foxxji01,1937,1,0,0
greenha01,1937,1,0,0
moseswa01,1937,1,0,0
myerbu01,1937,1,0,0
sewellu01,1937,1,0,0
walkege02,1937,1,0,0
hartnga01,1937,1,1,2
mizejo01,1937,1,1,3
hermabi01,1937,1,1,4
vaughar01,1937,1,1,5
bartedi01,1937,1,1,6
medwijo01,1937,1,1,7
demarfr02,1937,1,1,8
wanerpa01,1937,1,1,9
colliri02,1937,1,0,0
jurgebi01,1937,1,0,0
lombaer01,1937,1,0,0
mancugu01,1937,1,0,0
martipe01,1937,1,0,0
moorege03,1937,1,0,0
moorejo02,1937,1,0,0
ottme01,1937,1,0,0
whitebu01,1937,1,0,0
dickebi01,1938,1,1,2
foxxji01,1938,1,1,3
gehrich01,1938,1,1,4
lewisbu01,1938,1,1,5
cronijo01,1938,1,1,6
kreevmi01,1938,1,1,7
averiea01,1938,1,1,8
dimagjo01,1938,1,1,9
cramedo01,1938,1,0,0
ferreri01,1938,1,0,0
gehrilo01,1938,1,0,0
greenha01,1938,1,0,0
johnsbo01,1938,1,0,0
rolfere01,1938,1,0,0
travice01,1938,1,0,0
yorkru01,1938,1,0,0
lombaer01,1938,1,1,2
mccorfr01,1938,1,1,3
hermabi01,1938,1,1,4
hackst01,1938,1,1,5
durocle01,1938,1,1,6
medwijo01,1938,1,1,7
ottme01,1938,1,1,8
goodmiv01,1938,1,1,9
